Gene,Drug,Interaction,Source,Log2FC,Adjusted_P,Significance,Expression_Direction
GRM4,ADX88178,modulator,GuideToPharmacology,1.3429125393090011,6.297920283426027e-51,Upregulated,Upregulated
GRM4,CHEMBL:CHEMBL549330,unknown,DTC,1.3429125393090011,6.297920283426027e-51,Upregulated,Upregulated
GRM4,VU0400195,modulator,GuideToPharmacology,1.3429125393090011,6.297920283426027e-51,Upregulated,Upregulated
GRM4,FOLIGLURAX,positive modulator,ChEMBL,1.3429125393090011,6.297920283426027e-51,Upregulated,Upregulated
GRM4,COMPOUND 11 [PMID: 20638279],modulator,GuideToPharmacology,1.3429125393090011,6.297920283426027e-51,Upregulated,Upregulated
GRM4,VU0359516,modulator,GuideToPharmacology,1.3429125393090011,6.297920283426027e-51,Upregulated,Upregulated
GRM4,VU0092145,modulator,GuideToPharmacology,1.3429125393090011,6.297920283426027e-51,Upregulated,Upregulated
GRM4,PHCCC,modulator,GuideToPharmacology,1.3429125393090011,6.297920283426027e-51,Upregulated,Upregulated
GRM4,VU0361737,modulator,GuideToPharmacology,1.3429125393090011,6.297920283426027e-51,Upregulated,Upregulated
GRM4,VU0155041,modulator,GuideToPharmacology,1.3429125393090011,6.297920283426027e-51,Upregulated,Upregulated
GRM4,VU0001171,modulator,GuideToPharmacology,1.3429125393090011,6.297920283426027e-51,Upregulated,Upregulated
GRM4,MPEP,modulator,GuideToPharmacology,1.3429125393090011,6.297920283426027e-51,Upregulated,Upregulated
GRM4,LSP4-2022,agonist,GuideToPharmacology,1.3429125393090011,6.297920283426027e-51,Upregulated,Upregulated
GRM4,CHEMBL:CHEMBL541754,unknown,DTC,1.3429125393090011,6.297920283426027e-51,Upregulated,Upregulated
GRM4,CHEMBL:CHEMBL572346,unknown,DTC,1.3429125393090011,6.297920283426027e-51,Upregulated,Upregulated
GRM4,COMPOUND 22A [PMID: 21688779],modulator,GuideToPharmacology,1.3429125393090011,6.297920283426027e-51,Upregulated,Upregulated
GRM4,"(S)-3,4-DCPG",agonist,GuideToPharmacology,1.3429125393090011,6.297920283426027e-51,Upregulated,Upregulated
GRM4,VU2957,modulator,GuideToPharmacology,1.3429125393090011,6.297920283426027e-51,Upregulated,Upregulated
GRM4,LU AF21934,modulator,GuideToPharmacology,1.3429125393090011,6.297920283426027e-51,Upregulated,Upregulated
GRM4,SIB-1893,modulator,GuideToPharmacology,1.3429125393090011,6.297920283426027e-51,Upregulated,Upregulated
GRM4,CHEMBL:CHEMBL571453,unknown,DTC,1.3429125393090011,6.297920283426027e-51,Upregulated,Upregulated
GRM4,LY341495,inhibitor,GuideToPharmacology,1.3429125393090011,6.297920283426027e-51,Upregulated,Upregulated
MMP1,COBALT,unknown,NCI,1.442491292467476,1.5550792646209632e-50,Upregulated,Upregulated
MMP1,DOXYCYCLINE HYCLATE,inhibitor,ChEMBL,1.442491292467476,1.5550792646209632e-50,Upregulated,Upregulated
MMP1,COLLAGENASE CLOSTRIDIUM HISTOLYTICUM,unknown,TdgClinicalTrial,1.442491292467476,1.5550792646209632e-50,Upregulated,Upregulated
MMP1,TRIAMCINOLONE,unknown,NCI,1.442491292467476,1.5550792646209632e-50,Upregulated,Upregulated
MMP1,CGS-27023A,inhibitor,GuideToPharmacology,1.442491292467476,1.5550792646209632e-50,Upregulated,Upregulated
MMP1,MEDROXYPROGESTERONE ACETATE,unknown,NCI,1.442491292467476,1.5550792646209632e-50,Upregulated,Upregulated
MMP1,LEFLUNOMIDE,unknown,NCI,1.442491292467476,1.5550792646209632e-50,Upregulated,Upregulated
MMP1,HYDROCORTISONE BUTYRATE,unknown,NCI,1.442491292467476,1.5550792646209632e-50,Upregulated,Upregulated
MMP1,SACITUZUMAB GOVITECAN,unknown,CIViC,1.442491292467476,1.5550792646209632e-50,Upregulated,Upregulated
MMP1,DOXYCYCLINE MONOHYDRATE,inhibitor,ChEMBL,1.442491292467476,1.5550792646209632e-50,Upregulated,Upregulated
MMP1,ILOMASTAT,inhibitor,GuideToPharmacology,1.442491292467476,1.5550792646209632e-50,Upregulated,Upregulated
MMP1,BATIMASTAT,inhibitor,GuideToPharmacology,1.442491292467476,1.5550792646209632e-50,Upregulated,Upregulated
MMP1,INTERFERON-BETA,unknown,NCI,1.442491292467476,1.5550792646209632e-50,Upregulated,Upregulated
MMP1,DOXYCYCLINE CALCIUM,inhibitor,ChEMBL,1.442491292467476,1.5550792646209632e-50,Upregulated,Upregulated
MMP1,SIROLIMUS,unknown,NCI,1.442491292467476,1.5550792646209632e-50,Upregulated,Upregulated
MMP1,IMMUNOSUPPRESSANT,unknown,NCI,1.442491292467476,1.5550792646209632e-50,Upregulated,Upregulated
MMP1,MARIMASTAT,inhibitor,GuideToPharmacology,1.442491292467476,1.5550792646209632e-50,Upregulated,Upregulated
MMP1,CIPEMASTAT,inhibitor,GuideToPharmacology,1.442491292467476,1.5550792646209632e-50,Upregulated,Upregulated
MMP1,REBIMASTAT,inhibitor,ChEMBL,1.442491292467476,1.5550792646209632e-50,Upregulated,Upregulated
MMP1,THERAPEUTIC GLUCOCORTICOID,unknown,NCI,1.442491292467476,1.5550792646209632e-50,Upregulated,Upregulated
MMP1,LEUPROLIDE ACETATE,unknown,NCI,1.442491292467476,1.5550792646209632e-50,Upregulated,Upregulated
MMP1,APRATASTAT,inhibitor,GuideToPharmacology,1.442491292467476,1.5550792646209632e-50,Upregulated,Upregulated
MMP1,ALPHA-TOCOPHEROL,unknown,NCI,1.442491292467476,1.5550792646209632e-50,Upregulated,Upregulated
MMP1,RIBAVIRIN,unknown,NCI,1.442491292467476,1.5550792646209632e-50,Upregulated,Upregulated
MMP1,TYROSINE KINASE INHIBITOR,unknown,NCI,1.442491292467476,1.5550792646209632e-50,Upregulated,Upregulated
MMP1,PENTOSAN POLYSULPHATE SODIUM,unknown,NCI,1.442491292467476,1.5550792646209632e-50,Upregulated,Upregulated
MMP1,LAMIVUDINE,unknown,NCI,1.442491292467476,1.5550792646209632e-50,Upregulated,Upregulated
GFAP,DEMECOLCINE,unknown,NCI,-1.0218173360654683,3.258021537774707e-50,Downregulated,Downregulated
GFAP,PROCARBAZINE HYDROCHLORIDE,unknown,NCI,-1.0218173360654683,3.258021537774707e-50,Downregulated,Downregulated
GFAP,GENISTEIN,unknown,NCI,-1.0218173360654683,3.258021537774707e-50,Downregulated,Downregulated
GFAP,HYDROGEN PEROXIDE,unknown,NCI,-1.0218173360654683,3.258021537774707e-50,Downregulated,Downregulated
GFAP,NIMODIPINE,unknown,NCI,-1.0218173360654683,3.258021537774707e-50,Downregulated,Downregulated
GFAP,TYROSINE KINASE INHIBITOR,unknown,NCI,-1.0218173360654683,3.258021537774707e-50,Downregulated,Downregulated
GFAP,PROGESTERONE,unknown,NCI,-1.0218173360654683,3.258021537774707e-50,Downregulated,Downregulated
GFAP,CAFFEINE,unknown,NCI,-1.0218173360654683,3.258021537774707e-50,Downregulated,Downregulated
GFAP,PROTEASE INHIBITOR,unknown,NCI,-1.0218173360654683,3.258021537774707e-50,Downregulated,Downregulated
GFAP,PIOGLITAZONE HYDROCHLORIDE,unknown,NCI,-1.0218173360654683,3.258021537774707e-50,Downregulated,Downregulated
GFAP,COLCHICINE,unknown,NCI,-1.0218173360654683,3.258021537774707e-50,Downregulated,Downregulated
GFAP,ISOPROTERENOL,unknown,NCI,-1.0218173360654683,3.258021537774707e-50,Downregulated,Downregulated
GFAP,SODIUM BUTYRATE,unknown,NCI,-1.0218173360654683,3.258021537774707e-50,Downregulated,Downregulated
GFAP,RECOMBINANT LUTEINIZING HORMONE,unknown,NCI,-1.0218173360654683,3.258021537774707e-50,Downregulated,Downregulated
GFAP,FREUND'S ADJUVANT,unknown,NCI,-1.0218173360654683,3.258021537774707e-50,Downregulated,Downregulated
GFAP,FADROZOLE HYDROCHLORIDE,unknown,NCI,-1.0218173360654683,3.258021537774707e-50,Downregulated,Downregulated
GFAP,SORBITOL,unknown,NCI,-1.0218173360654683,3.258021537774707e-50,Downregulated,Downregulated
GFAP,ADENOVIRUS VECTOR,unknown,NCI,-1.0218173360654683,3.258021537774707e-50,Downregulated,Downregulated
GFAP,DISULFIRAM,unknown,NCI,-1.0218173360654683,3.258021537774707e-50,Downregulated,Downregulated
GFAP,PRASTERONE,unknown,NCI,-1.0218173360654683,3.258021537774707e-50,Downregulated,Downregulated
GFAP,PENTOXIFYLLINE,unknown,NCI,-1.0218173360654683,3.258021537774707e-50,Downregulated,Downregulated
GFAP,AMPHETAMINE SULFATE,unknown,NCI,-1.0218173360654683,3.258021537774707e-50,Downregulated,Downregulated
GFAP,STAUROSPORINE,unknown,NCI,-1.0218173360654683,3.258021537774707e-50,Downregulated,Downregulated
GFAP,LITHIUM CATION,unknown,NCI,-1.0218173360654683,3.258021537774707e-50,Downregulated,Downregulated
GFAP,THERAPEUTIC MELATONIN,unknown,NCI,-1.0218173360654683,3.258021537774707e-50,Downregulated,Downregulated
GFAP,NIFEDIPINE,unknown,NCI,-1.0218173360654683,3.258021537774707e-50,Downregulated,Downregulated
GFAP,ANTISENSE OLIGONUCLEOTIDES,unknown,NCI,-1.0218173360654683,3.258021537774707e-50,Downregulated,Downregulated
GFAP,DRONABINOL,unknown,NCI,-1.0218173360654683,3.258021537774707e-50,Downregulated,Downregulated
GFAP,PROPRANOLOL HYDROCHLORIDE,unknown,NCI,-1.0218173360654683,3.258021537774707e-50,Downregulated,Downregulated
GFAP,RECOMBINANT HEREGULIN,unknown,NCI,-1.0218173360654683,3.258021537774707e-50,Downregulated,Downregulated
GFAP,ASPIRIN,unknown,NCI,-1.0218173360654683,3.258021537774707e-50,Downregulated,Downregulated
GFAP,PERMETHRIN,unknown,NCI,-1.0218173360654683,3.258021537774707e-50,Downregulated,Downregulated
GFAP,TCDD,unknown,NCI,-1.0218173360654683,3.258021537774707e-50,Downregulated,Downregulated
GFAP,METHYLNITROSOUREA,unknown,NCI,-1.0218173360654683,3.258021537774707e-50,Downregulated,Downregulated
GFAP,METHIMAZOLE,unknown,NCI,-1.0218173360654683,3.258021537774707e-50,Downregulated,Downregulated
GFAP,MASOPROCOL,unknown,NCI,-1.0218173360654683,3.258021537774707e-50,Downregulated,Downregulated
GFAP,ASCORBIC ACID,unknown,NCI,-1.0218173360654683,3.258021537774707e-50,Downregulated,Downregulated
GFAP,CAPSAICIN,unknown,NCI,-1.0218173360654683,3.258021537774707e-50,Downregulated,Downregulated
GFAP,IMMUNOTOXIN,unknown,NCI,-1.0218173360654683,3.258021537774707e-50,Downregulated,Downregulated
GFAP,INTERLEUKIN-11,unknown,NCI,-1.0218173360654683,3.258021537774707e-50,Downregulated,Downregulated
